"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046939","1.2.4.2.10.6.1","95","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049639","1.2.4.2.10.6.2","56.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138044690","1.2.4.3.1.1.1","785","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138047390","1.2.4.3.1.1.2","84.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","First quartile","Number","Number","223","units","0","v1138045140","1.2.4.3.1.2.1","202","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138047840","1.2.4.3.1.2.2","82.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Second quartile","Number","Number","223","units","0","v1138045590","1.2.4.3.1.3.1","218","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138048290","1.2.4.3.1.3.2","85.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Third quartile","Number","Number","223","units","0","v1138046040","1.2.4.3.1.4.1","215","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138048740","1.2.4.3.1.4.2","86.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138046490","1.2.4.3.1.5.1","113","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138049190","1.2.4.3.1.5.2","81.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138046940","1.2.4.3.1.6.1","37","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049640","1.2.4.3.1.6.2","88.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Total, all sizes","Number","Number","223","units","0","v1138044691","1.2.4.3.2.1.1","54","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138047391","1.2.4.3.2.1.2","78.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","First quartile","Number","Number","223","units","0","v1138045141","1.2.4.3.2.2.1","6","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","First quartile","Percentage","Percent","239","units","0","v1138047841","1.2.4.3.2.2.2","66.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Second quartile","Number","Number","223","units","0","v1138045591","1.2.4.3.2.3.1","8","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Second quartile","Percentage","Percent","239","units","0","v1138048291","1.2.4.3.2.3.2","88.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Third quartile","Number","Number","223","units","0","v1138046041","1.2.4.3.2.4.1","13","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Third quartile","Percentage","Percent","239","units","0","v1138048741","1.2.4.3.2.4.2","76.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Fourth quartile","Number","Number","223","units","0","v1138046491","1.2.4.3.2.5.1","23","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138049191","1.2.4.3.2.5.2","76.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Unclassified size of enterprise","Number","Number","223","units","0","v1138046941","1.2.4.3.2.6.1","4","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Finance","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049641","1.2.4.3.2.6.2","100.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Total, all sizes","Number","Number","223","units","0","v1138044692","1.2.4.3.3.1.1","5","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Total, all sizes","Percentage","Percent","239","units","0","v1138047392","1.2.4.3.3.1.2","71.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Second quartile","Number","Number","223","units","0","v1138045592","1.2.4.3.3.3.1","3","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Second quartile","Percentage","Percent","239","units","0","v1138048292","1.2.4.3.3.3.2","100.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Third quartile","Number","Number","223","units","0","v1138046042","1.2.4.3.3.4.1","2","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Utilities","Third quartile","Percentage","Percent","239","units","0","v1138048742","1.2.4.3.3.4.2","100.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138044693","1.2.4.3.4.1.1","33","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138047393","1.2.4.3.4.1.2","78.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138045143","1.2.4.3.4.2.1","4","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138047843","1.2.4.3.4.2.2","80.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138045593","1.2.4.3.4.3.1","6","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138048293","1.2.4.3.4.3.2","85.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138046043","1.2.4.3.4.4.1","15","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138048743","1.2.4.3.4.4.2","78.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138046493","1.2.4.3.4.5.1","5","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138049193","1.2.4.3.4.5.2","71.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138046943","1.2.4.3.4.6.1","3","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049643","1.2.4.3.4.6.2","75.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138044694","1.2.4.3.5.1.1","140","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138047394","1.2.4.3.5.1.2","81.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","First quartile","Number","Number","223","units","0","v1138045144","1.2.4.3.5.2.1","34","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138047844","1.2.4.3.5.2.2","75.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Second quartile","Number","Number","223","units","0","v1138045594","1.2.4.3.5.3.1","38","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138048294","1.2.4.3.5.3.2","84.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Third quartile","Number","Number","223","units","0","v1138046044","1.2.4.3.5.4.1","44","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138048744","1.2.4.3.5.4.2","83.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138046494","1.2.4.3.5.5.1","18","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138049194","1.2.4.3.5.5.2","90.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138046944","1.2.4.3.5.6.1","6","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049644","1.2.4.3.5.6.2","75.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Energy","Total, all sizes","Number","Number","223","units","0","v1138044695","1.2.4.3.6.1.1","25","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138047395","1.2.4.3.6.1.2","92.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","France","Energy","First quartile","Number","Number","223","units","0","v1138045145","1.2.4.3.6.2.1","4","","","","0"
